,title,area,numberOfRooms,price,town,district
7582,TUZLA SAHİL'DE DENİZ MANZARALI 3+1 KİRALIK DAİRE.,120,3+1,7.500,Postane,
7583,Tuzla Postane Mahallesi'nde Pazar sokağında Aile Binasında 2+1,85,2+1,7.000,Postane,
7584,EVORA B PARSELDE 17 M2 KAPALI KAT BAHÇELİ & DENİZ MANZARALI 1+1,84,1+1,5.500,İçmeler,Aydıntepe Mh.
7585,TUZLA MERKEZİ KONUMLU KİRALIK 3+1 DAİRE,155,3+1,7.500,İstasyon,İstasyon Mh.
7586,TUZLA ODAL SİTESİN'DE İÇİ TAMAMEN YENİLENMİŞ 1+1 DAİRE,65,1+1,7.000,Postane,
7587,TUZLA MARİNA'NIN YANI BAŞINDA DENİZ MANZARALI 4+2 TERASLI DUBLEX,200,4+2,14.500,İstasyon,İstasyon Mh.
7588,TUZLA EMLAK KONUTLARI 2+1 KİRALIK DAİRE,84,2+1,5.000,Aydınlı,Aydınlı Mh.
7589,SİTE İÇERİSİNDE 7/24 GÜVENLİK OTOPARKLI ASANSÖRLÜ KİRALIK 2+1,90,2+1,4.000,Mimarsinan,Mimar Sinan Mah.
7590,TUZLA AYDINLI GÖZDE KULE SİTESİNDE KİRALIK DAİRE,125,3+1,5.750,Aydınlı,Aydınlı Mh.
7591,lüks stüdyo apart kısa döneme uygun,45,1+0,4.000,Aydınlı,Aydınlı Mh.
7592,3+1 2.KAT E5 KENARI MARMARAYA 5 DK YÜRÜME MESAFESİNDE,125,3+1,4.000,İçmeler,İçmeler Mh.
7593,Tuzla Aydınlı Dumankaya Adres'te Havuz Cephe Eşyalı Kiralık 2+1,86,2+1,5.000,Aydınlı,Aydınlı Mh.
7594,DENİZATI GAYRİMENKUL'den CADDE ÜZERİ 3+1 KİRALIK DAİRE...,135,3+1,8.000,İstasyon,İstasyon Mh.
7595,ECE SÜREL'DEN EVORA D PRS OKANDİŞ HASTAHANESİ İÇİNDE 1+1KİRALIK,66,1+1,4.800,İçmeler,Aydıntepe Mh.
7596,TUZLA'DA SAHİBİNDEN 2+1,80,2+1,4.250,Merkez,Aydınlı - KOSB
7597,Evora İstanbul (Tuzla) Deniz Manzaralı Eşyalı Kiralık Daire,44,1+0,4.200,İçmeler,Aydıntepe Mh.
7598,TUZLA AYDINLI MAH KİRALIK 90 M2 2+1 MERKEZİ KONUMDA DAİRE,90,2+1,5.250,Aydınlı,Aydınlı Mh.
7599,YAT LİMANI'NA YAKIN KİRALIK DAİRE,128,3+1,10.000,İstasyon,İstasyon Mh.
7600,İSTASYON MAHALLESİNDE SEÇKİN SİTEDE FIRSAT KİRALIK 2+1 DAİRE...,90,2+1,7.000,İstasyon,İstasyon Mh.
7601,TUZLA EMLAK KONUTLARI KİRALIK TERASLI DAİRE,132,2+1,5.800,Aydınlı,Aydınlı Mh.
7602,DEVRİ TUZLA KONAKLARI KİRALIK 2+1,90,2+1,7.000,Tersaneler,Evliya Çelebi Mh.
7603,"Tuzla Merkezde KISA veya UZUN,EŞYASIZ veya EŞYALI 3+1 KİRALIK",155,3+1,7.500,İstasyon,İstasyon Mh.
7604,CASA dan ÇINARLIBAHÇE de ACİL KİRALIK 2+1,94,2+1,8.000,İstasyon,İstasyon Mh.
7605,TUZLA KİPTAŞ KİRALIK DAİRE 3+1,115,3+1,5.500,Mimarsinan,Mimar Sinan Mah.
7606,Kiralık Daire,135,3+1,10.000,Merkez,Cami Mah.
7607,TUZLA KİPTAŞ-2 KİRALIK 3+1 KİRALIK DAİRE 115/100M Güney,115,3+1,5.400,Mimarsinan,Mimar Sinan Mah.
7608,ORTA KAT EBEVEYİN BANYOLU Cengizden KULLANIŞLI DAİRE 85M2 DAİRE,110,2+1,4.200,Aydınlı,Aydınlı Mh.
7609,TUZLA SAHİLDE YÜZME HAVUZLU SİTEDE KİRALIK 2+1 DAİRELER,100,2+1,6.500,İstasyon,İstasyon Mh.
7610,Tuzla İstasyon Mahallesin'de Marmaray yakınında 1+1Kiralık Daire,65,1+1,4.600,İstasyon,İstasyon Mh.
7611,TUZLA PİYADE OKULU - PİRİ REİS ÜNİ'YE YAKIN EŞYALI KİRALIK 2+1,105,2+1,4.250,İstasyon,İstasyon Mh.
7612,Tuzla Merkezi Konumda Sahibinden Kiralık,155,3+1,8.500,İstasyon,İstasyon Mh.
7613,Tuzla Mimar Sinan'da Fiyaka Tuzla 2 de 1+1 60 m2 Kiralık Daire,60,1+1,4.000,Mimarsinan,Mimar Sinan Mah.
7614,KADER'DEN EVORA B PARSELDE BALKONLU DENİZ MANZARALI 2+1,113,2+1,7.500,İçmeler,Aydıntepe Mh.
7615,AYDINLI'DA EŞYALI KİRALIK 1+1,85,1+1,4.500,Aydınlı,Aydınlı Mh.
7616,KİRALIK DAİRE 2+1 90 MT2 KİPTAŞ KONUTLARI 2. ETAP,110,2+1,5.000,Mimarsinan,Mimar Sinan Mah.
7617,HAKAN'DAN REFERANS SİTESİNDE HAVUZ CEPHE 1+1EŞYALI KİRALIK DAİRE,64,1+1,4.500,Aydınlı,Aydınlı Mh.
7618,GİZLİBAHÇE MİNİ VİLLA TADINDA BAHÇE KATI 90 M2,90,1+1,6.000,Aydınlı,Aydınlı Mh.
7619,DEMİRAY DAN TUZLA DA NEZİH FERAH GENİŞ KULLANIŞLI ACİL 4+1.,170,4+1,5.500,Mimarsinan,Şifa Mh.
7620,EVORADA B.5.PARSEL DE KAPANMAZ DENİZ MANZARALI 1+1 FERAH DAİRE,60,1+1,5.500,İçmeler,Aydıntepe Mh.
7621,TUZLA SAHİL'DE DENİZ MANZARALI 4+1 KİRALIK DUBLEKS.,190,4+1,16.000,Postane,
7622,TUZLA YAYLA MAHALLESİNDE MERKEZDE 2+1 KİRALIK DAİRE,100,2+1,3.000,Tersaneler,Yayla Mah.
7623,EVORA UZMANI ZUHAL BALKAŞTAN 2+1 108m2 DENİZ MANZ.KİRALIK DAİRE,108,2+1,7.500,İçmeler,Aydıntepe Mh.
7624,1 AĞUSTOS'TA TESLİM !! YÜZME HAVUZLU SİTEDE KİRALIK 3+1,133,3+1,8.000,İstasyon,İstasyon Mh.
7625,DENİZATI GAYRİMENKUL'DEN İSTASYON MAHALLESİ^de KİRALIK 3+1 DAİRE,115,3+1,7.500,İstasyon,İstasyon Mh.
7626,NAGİHAN'DAN EVORA C PARSELDE KAPATILMIŞ TERASLI KİRALIK 1+1,84,1+1,5.250,İçmeler,Aydıntepe Mh.
7627,SABANCI ÜNİVE S GÖKÇENE YAKIN ORHANLI KONUTLARI 1+0 ÖZEL DEKORLU,54,1+0,3.500,Orhanlı,Fatih Mah.
7628,Ebeveyn banyolu ultra lüks dairemiz,95,3+1,5.500,İçmeler,İçmeler Mh.
7629,TUZLA PİYADE OKULU - PİRİ REİS ÜNİ'YE YAKIN EŞYALI KİRALIK 3+1,135,3+1,10.000,İstasyon,İstasyon Mh.
7630,Cami Mahallesinde 1. Katta Amerikan Mutfak ''Alpay Apakgün'',115,3+1,8.750,Merkez,Cami Mah.
7631,TUZLA KİRALIK 2+1 ŞAHSUVAROĞLU AMBİYANS,145,2+1,9.000,Tersaneler,Yayla Mah.
7632,Lüxx Dairee,90,2+1,4.600,Mimarsinan,Şifa Mh.
7633,KORU EMLAK'tan:2+1=95m2 ARAKAT YENİ LÜX DAİRE KİRALIKTIR,95,2+1,4.050,Mimarsinan,Şifa Mh.
7634,ER YAPI GAYRİMENKULDEN KİPTAŞ 4. ETAPTA KİRALIK 3+1 DAİRE,115,3+1,5.000,Mimarsinan,Mimar Sinan Mah.
7635,EYLÜL-2022 TESLİM. TUZLA EVLİYAÇ. 4+1 Kombi ve Sİmens Ankastra,195,4+1,16.500,Tersaneler,Evliya Çelebi Mh.
7636,KİRALIK ÖĞRENCILERE AILEYE 3+1 DAIRE,125,3+1,7.500,Postane,
7637,TUZLA CAMİ MAHALLESİ NEZİH SİTE İÇİ GÜVENLİKLİ KİRALIK DAİRE 3+1,130,3+1,7.500,Merkez,Cami Mah.
7638,Postane Mahallesinde Kiralık 3+1 Daire,130,3+1,6.000,Postane,
7639,TUZLA RUMELİPARK 3+1 KİRALIK 125 M2 DAİRE - AĞUSTOSTA OTURUM!!!,125,3+1,9.000,Tersaneler,Yayla Mah.
7640,FİYAKA TUZLA2 EŞYALI HAVUZ CEPHE 1+1,60,1+1,4.250,Mimarsinan,Mimar Sinan Mah.
7641,TUZLA TOKİ 2.ETAP'IN EN MERKEZI KONUMUNDA 2+1,75,2+1,4.000,Aydınlı,Aydınlı Mh.
7642,AYDINTEPE MERKEZDE 2+1DENIZ MANZARALI DAİRE,125,2+1,3.000,İçmeler,Aydıntepe Mh.
7643,TUZLA MERKEZ DE 160 M2 3+1,160,3+1,9.000,Merkez,Cami Mah.
7644,TUZLA EVLİYA ÇELEBİ CASA MİA SİTESİNDE KİRALIK DAİRE 1+1,60,1+1,5.500,Tersaneler,Evliya Çelebi Mh.
7645,TUZLA AYDINLI DUMANKAYA ADRES DE FUL EŞYALI STUDYO DAİRE 1+0,45,1+0,4.250,Aydınlı,Aydınlı Mh.
7646,ER YAPI GAYRİMENKULDEN TUZLA KİPTAŞ 2.ETAPTA KİRALIK 75m2+1DAİRE,75,2+1,4.000,Mimarsinan,Mimar Sinan Mah.
7647,MXM TRİO DAN ORHANLI MESCİT MAH.DE FİYAKA3 DE FULL EŞYALI ARAKAT,100,2+1,5.000,Orhanlı,Mescit Mah.
7648,TUZLA EVORA SİTESİ A PLUS BÜYÜK TİP KİRALIK DAİRE 1+1 (78m2),78,1+1,5.500,İçmeler,Aydıntepe Mh.
7649,-SAHİBİNDEN FIRSAT- 3+1 TUZLA EVORA İSTANBUL'D A PARSEL G.BALKON,130,3+1,9.000,İçmeler,Aydıntepe Mh.
7650,ER YAPI GAYRİMENKULDEN KİPTAŞ 2. ETAPTA KİRALIK 95m 2+1 DAİRE,95,2+1,4.500,Mimarsinan,Mimar Sinan Mah.
7651,TUZLA İSTASYON MAHALLESİ FULL EŞYALI KİRALIK DAİRE 3+1 ((125m2)),125,3+1,8.000,İstasyon,İstasyon Mh.
7652,Tuzla Dumankaya Adres Ful Eşyalı Kısa Dönem Kiralama Avantajı,45,1+0,3.250,Aydınlı,Aydınlı Mh.
7653,"TUZLA AYDINLI LOKUM EVLER'DE FULL EŞYALI 3,5+1 ARAKAT KİRALIK",154,3.5+1,25.000,Aydınlı,Aydınlı Mh.
7654,TUZLA SAHİLDE FULL OFİS EŞYALI KİRALIK İŞYERİ 100 M2 2+1,100,2+1,11.500,Postane,
7655,POSTANE MAHALLESİNDE MÜKEMMEL KONUMDA 3+1 KİRALIK DAİRE...,119,3+1,8.000,Postane,
7656,VATAN CADDESİ ÜZERİNDE KİRALIK 4+1 LÜKS DAİRE,140,4+1,8.000,İstasyon,İstasyon Mh.
7657,DUMANKAYA ADRES BOTANİK HAVUZ CEPHE EŞYALI 1+0 KİRALIK DAİRE,55,1+0,3.300,Aydınlı,Aydınlı Mh.
7658,EŞYALI KİRALIK DAİRE TUZLA İSTASYON,75,2+1,6.300,İstasyon,İstasyon Mh.
7659,"Fİ YAKA 3 SİTESİ,GENİŞ ARAKAT HAVUZ CEPHE 2+1 KİRALIK DAİRE",110,2+1,4.250,Orhanlı,Mescit Mah.
7660,TUZLA EVORA D PARSEL EŞYALI KİRALIK DAİRE GÜLİN KIRÇIL'DAN,58,1+1,5.500,İçmeler,Aydıntepe Mh.
7661,TUZLA EVORA İSTANBUL D PARSELDE NISH MUTFAKLI 1+1 DAİRE,61,1+1,4.400,İçmeler,Aydıntepe Mh.
7662,TUZLA ODAL SİTESİN'DE 1+1 KİRALIK DAİRE 5.250 T.L,55,1+1,5.250,Postane,
7663,"Tuzla'da CasaMia Sitesinde Mükemmel Konum, Kalitede Kiralık 2+1",100,2+1,6.900,Tersaneler,Evliya Çelebi Mh.
7664,Tuzla Orhanlı Orta Mah Sıfır Balkonlu Kiralık 2+1 Daire,100,2+1,4.000,Orhanlı,Orta Mah.
7665,AYDINLI REFLEX SİTESİ-BAHÇE KULLANIMLI-EŞYALI KİRALIK 2+1 DAİRE,95,2+1,5.200,Aydınlı,Aydınlı Mh.
7666,NAGİHAN ÖZCAN'DAN EVORA D PARSELDE BALKONLU KİRALIK 2+1,108,2+1,6.500,İçmeler,Aydıntepe Mh.
7667,FUL EŞYALI DAİRE,55,1+1,4.000,Orhanlı,Mescit Mah.
7668,İstasyonda 2+1 Bahçe Katı Mahmut DEMİR den,100,2+1,3.200,İstasyon,İstasyon Mh.
7669,TUZLA 2+1 KİRALIK 95M DAİRE Güvenlikli KİPTAŞ2 site,95,2+1,4.250,Mimarsinan,Mimar Sinan Mah.
7670,DEMİRAY DAN EŞYALI TUZLADA SİTE İÇİNDE ASANSÖRLÜ GÜVENLİK Lİ,80,2+1,5.300,Mimarsinan,Mimar Sinan Mah.
7671,TUZLA SAHİLE YAKIN HAVUZ MANZARALI 3+1 EŞYA'LI KİRALIK DAİRE.,138,3+1,15.500,Postane,
7672,Full eşyalı kiralık daire,140,3+1,10.500,Merkez,Cami Mah.
7673,TUZLA MERKEZ de EŞYALI 98 m2 5.KAT FERAH DAİRE,108,2+1,6.700,Tersaneler,Yayla Mah.
7674,ÇAMLIBELDE KONUTLARI'NDA KİRALIK 1+1 EŞYALI DAİRE-TUTKU GEBZE,60,1+1,4.250,Aydınlı,Aydınlı Mh.
7675,TUZLA EMLAK KONUTLARI 3+1 PORTMANTOLU 3 LÜ ANKESTRE SET 124 m2,124,3+1,5.750,Aydınlı,Aydınlı Mh.
7676,NAGİHAN ÖZCAN 'DAN EVORA C PARSELDE ÇİFT CEPHELİ 3+1,155,3+1,9.500,İçmeler,Aydıntepe Mh.
7677,EVORA C' DE EŞYASIZ & ÇİFT TEZGAH MUTFAKLI & EBEVEYN BANYOLU 3+1,136,3+1,10.000,İçmeler,Aydıntepe Mh.
7678,TUZLA MARİN PARK EVLERİNDE SIFIR 3+1 KİRALIK,130,3+1,7.500,İstasyon,İstasyon Mh.
7679,TUZLA AYDINLI TOKİ 3 ETAPTA BOŞ 2+1 DAİRE,95,2+1,4.300,Aydınlı,Aydınlı Mh.
7680,BRK GAYRİMENKUL BURAK AYDIN'DAN KİPTAŞ 2 ETAP A BLOK 2+1 DAİRE..,85,2+1,4.100,Mimarsinan,Mimar Sinan Mah.
7681,TUZLA EVORADA BAHÇE KATI HAVUZA CEPE,56,1+1,4.200,İçmeler,Aydıntepe Mh.
7682,HAVUZLU SİTEDE SIFIR ARA KAT KÖŞE 3+1 DAİRE,115,3+1,7.500,İstasyon,İstasyon Mh.
7683,Cami Mahallesinde 1+1 Mahmut Demir den,75,1+1,4.000,Merkez,Cami Mah.
7684,KWNOVADAN DUMANKAYA KAMPÜS BATIDA BAHÇE KATI 1+1 KİRALIK DAİRE,60,1+1,4.500,Aydınlı,Aydınlı Mh.
7685,"Sahibinden, 8500 TL Evora İstanbul 3+1 Kiralık Daire",138,3+1,8.500,İçmeler,Aydıntepe Mh.
7686,BRK GAYRİMENKUL BURAK AYDIN'DAN DKY BOTANİK 1+1 EŞYALI KİRALIK..,68,1+1,10.000,Aydınlı,Aydınlı Mh.
7687,EVORA E PARSEL'DE KAT BAHÇE MANZARA FULL EŞYALI KİRALIK 1+1,84,1+1,7.000,İçmeler,Aydıntepe Mh.
7688,Sıfır 3+1 Daire Sıfır,125,3+1,4.500,Mimarsinan,Mimar Sinan Mah.
7689,TUZLA MİMAR SİNAN MAH. FiYAKA 2 HAVUZLU SİTEDE 95m2 2+1,115,2+1,5.500,Mimarsinan,Mimar Sinan Mah.
7690,STÜDYO MILLENIUM 1+1 ÜST KAT TEMİZ EŞYALI KİRALIK DAİRE,55,1+1,6.250,Akfırat,Tepeören Mh.
7691,TUZLA PRESTİJ PARK 2+1 KİRALIK DAİRE,95,2+1,6.500,İstasyon,İstasyon Mh.
7692,HAYAT SİTESİ'NDE ARA KAT KİRALIK DAİRE,120,3+1,6.100,İstasyon,İstasyon Mh.
7693,TUZLA ÇINARLIBAHÇEDE KİRALIK TAŞINMAYA HAZIR EŞYALI 1+1 DAİRE,65,1+1,14.000,İstasyon,İstasyon Mh.
7694,RABİA BOYACIDAN DUMANKAYA SİTESİ MODERN EŞYALI KİRALIK DAİRE,60,1+1,6.900,Aydınlı,Aydınlı Mh.
7695,MXM TRİO DAN ORHANLI FİYAKA 3 DE FULL EŞYALI BÜYÜK DAİRE,110,2+1,5.000,Orhanlı,Mescit Mah.
7696,GÜVENÇ'DEN SIFIR SİTEDE 3+1 DAİRE...,110,3+1,7.500,İstasyon,İstasyon Mh.
7697,Sahibinden kiralık daire kat 1,90,2+1,4.350,Mimarsinan,Şifa Mh.
7698,ROYAL PARK KİRALIK 2+1 (187M2 BÜRÜT )GENİŞ DAİRE,187,2+1,10.000,Orhanlı,Fatih Mah.
7699,Postane mah 1+0 kiralık daire,50,1+0,3.000,Postane,
7700,TUZLA EVORA SİTESİ FULL EŞYALI A PLUS KİRALIK DAİRE ((105m2)),120,2+1,7.000,İçmeler,Aydıntepe Mh.
7701,POSTANE MAHALLESİNDE SAHİLE YÜRÜME MESAFESİNDE DAİRE,90,2+1,7.500,Postane,
7702,TUZLA ÇINARLIBAHÇE'DE İYİ KONUMLU 4+1 KİRALIK DAİRE,220,4+1,17.000,İstasyon,İstasyon Mh.
7703,EVORA A PARSELDE EŞYALI GENİŞ BALKONLU KİRALİK 1+1 DAİRE,80,1+1,7.000,İçmeler,Aydıntepe Mh.
7704,NOT OKU DUMANKAYA LOBİDE FUL+FUL KİRALIK EŞYALI 1+1 DAİRE,67,1+1,4.700,Aydınlı,Aydınlı Mh.
7705,TUZLAda 3+1 KİPTAŞ2 KİRALIK 3+1 DAİRE 115/100M Güvenlikli site,115,3+1,5.500,Mimarsinan,Mimar Sinan Mah.
7706,Tuzla emlak konutlari 2+1,84,2+1,5.000,Aydınlı,Aydınlı Mh.
7707,TUZLA POSTANE MAHALLESİ SAHİLE 2 DAKİKA GENİŞ 3+1 KİRALIK DAİRE,135,3+1,7.000,Postane,
7708,Tuzla Şifa-Mimar Sinan Mahallesi'nde bayan ev arkadaşına kiralık,120,2+1,5.000,Mimarsinan,Şifa Mh.
7709,TUZLA EVORA A PARSEL 2+1 KİRALIK DAİRE GÜLİN KIRÇIL'DAN,114,2+1,7.500,İçmeler,Aydıntepe Mh.
7710,SAHİBİNDEN Evora İstanbul B Parselde EŞYALI Kiralık 1+1 Daire,71,1+1,6.000,İçmeler,Aydıntepe Mh.
7711,tuzla merkez,130,3+1,6.000,Postane,
7712,SAHİBİNDEN İÇMELER E-5 KÖPRÜSÜNÜN DİBİNDE FERAH ARAKAT 2+1 DAİR,90,2+1,5.750,İçmeler,Aydıntepe Mh.
7713,Fırsat Kiralık 3+1 Kombili Balkonlu Kapalı Mutfaklı Manzaralı,145,3+1,4.250,Orhanlı,Orta Mah.
7714,SİTE İÇERİSİNDE 7/24 GÜVENLİK OTOPARKLI ASANSÖRLÜ KİRALIK 2+1,90,2+1,4.000,Mimarsinan,Mimar Sinan Mah.
7715,"SAHİBİNDEN EVORA A PARSEL'DE 3,5+1 ÜÇ CEPHELİ KİRALIK DAİRE",138,3+1,9.950,İçmeler,Aydıntepe Mh.
7716,INTER WORLD GAYRİMENKUL'DEN ÜMRANİYE'DE KİRALIK DAİRE,125,3+1,8.000,Çakmak,Çamlık Mh.
7717,GOLDEN GATE DEN FULL EŞYALI 1+1 ULAŞIMIN DİBİNDE KAÇIRILMAZ,70,1+1,5.500,Çakmak,Site Mah.
7718,HT TOKTAŞ EMLAK DAN 2+1 DAİRE devlet hastanesi yürüme 10 dakika,100,2+1,6.500,Merkez,İnkılap Mh.
7719,Şerifali Çetin Caddesi 2+1 Ankastreli Boş Kiralık Daire,90,2+1,7.000,Şerifali,Şerifali Mh.
7720,RENOVA EVLERİ ÇEKMEKÖY-3+1 ARA KAT KİRALIK DAİRE,145,3+1,7.500,Esenşehir,Madenler Mah.
7721,İKİZLER GAYRİMENKULDEN 2+1 110M2 METROYA YAKIN,110,2+1,4.500,Tepeüstü,Tepeüstü Mh.
7722,Namıkkemal sabah sk 2+1 ön arka 85 m2 kiralık 3. Kat,85,2+1,4.500,Merkez,Namık Kemal Mh.
7723,*GÖKSU DEMİR* SURYAPI EXEN YATAYLARDA 2+1 100M2 FULL EŞYALI,100,2+1,18.000,Merkez,Yamanevler Mh.
7724,sahibinden eşyalı,95,2+1,4.250,Esenşehir,Esenkent Mah.
7725,GOLDEN GATE' FULL EŞYALI ŞERİFALİYE ÇOK YAKIN RECİDENCE,50,1+1,6.500,Yukarıdudullu,Yukarı Dudullu Mh.
7726,"ÇAYIRÖNÜ, ALEMDAĞ CADDESİNE ÇOK YAKIN ARAKAT KİRALIK DAİRE",90,2+1,7.500,Aşağıdudullu,Cemil Meriç Mh.
7727,SMART CİTY SİTESİ 1+1 FİNANS MERKEZİNE KOMŞU,60,1+1,6.250,Çakmak,Site Mah.
7728,YAREN EMLAKTAN 3+1 ARAKAT,130,3+1,5.500,Merkez,İnkılap Mh.
7729,"AVRUPA KONUTLARI YUKSEK KAT 1+1__Pядом с метро, на верхнем этаже",78,1+1,10.000,Merkez,Yamanevler Mh.
7730,BERLİN YAPI'DAN YENİ BİNADA KİRALIK ARAKAT 2+1 DAİRE,90,2+1,6.000,Tepeüstü,Tepeüstü Mh.
7731,AVRUPA KONUTLARI YAMANEVLER KİRALIK 1+1,73,1+1,11.000,Merkez,Yamanevler Mh.
7732,Merkezi Konumda Yeni Binada Kiralık Ters Dublex Fırsatı,115,3+1,6.450,Çakmak,Çamlık Mh.
7733,MEYROPOL İSTANBUL'A YAKIN;EŞYALI 2+1 DAİRE,80,2+1,5.500,Şerifali,Tatlısu Mh.
7734,SURYAPI EXEN RESİDENCE 2+1 139m2 İSTER OFİS İSTER KONUT 3 CEPHEL,139,2+1,14.000,Atatürk,Tantavi Mah.
7735,EYMEN ŞİŞMAN SURYAPI EXEN UZMANINDAN 2+1 139m2 EN İYİ MANZARALI,139,2+1,14.750,Atatürk,Tantavi Mah.
7736,SAĞLAMLAR EMLAKDAN İSKANLI BİNADA 8.000 TL KİRALIK DAİRE,160,3+1,8.000,Çakmak,Çamlık Mh.
7737,Ümraniye Atakent'te Sitede 3+1 Kiralık Daire,110,3+1,7.000,Atakent,
7738,GARAGE GAYRİMENKULDEN KİRALIK SIFIR EŞYALI 2+1 BAHÇE KATI,85,2+1,6.950,Çakmak,Armağanevler Mh.
7739,Sahibinden Kiralık,135,3+1,10.000,Şerifali,Tatlısu Mh.
7740,ALTINŞEHİRDE METROYA 5 DAKİKA FULL EŞYALI 1+1 KİRALIK DAİRE,65,1+1,4.250,Yukarıdudullu,Altınşehir Mh.
7741,1+1 80m2 eşyalı balkonlu,80,1+1,4.250,Çakmak,Armağanevler Mh.
7742,YUKARI DUDULLU MAH 3+1 KİRALIK DAİRE,130,2+1,4.200,Yukarıdudullu,Yukarı Dudullu Mh.
7743,dudullu merkezde okula ve metroya yakın kiralık daire,95,2+1,4.200,Aşağıdudullu,Aşağı Dudullu Mh.
7744,"YUNUS EMRE CADDE TEK BLOKLU 11Cİ KAT 2+1 90M K, OTOPARK",90,2+1,8.000,Esenevler,
7745,İstiklalde 3+1 Geniş Daire,138,3+1,11.000,Atakent,İstiklal Mh.
7746,FARUK'TAN HASAN TAHSİN'E YAKIN 1+1 KİRALIK DAİRE,55,1+1,3.950,Esenevler,
7747,Meydan İkea Buyaka Avm Lokasyonunda Metroya Çok Yakın Dubleks,210,3+2,12.000,Merkez,Fatih Sultan Mehmet Mah.
7748,AVRUPA KONUTLARI YAMANEVLER KİRALIK 2+1,135,2+1,14.000,Merkez,Yamanevler Mh.
7749,METRO'YA YAKIN 1+1 YENİ DAİRE,60,1+1,4.100,Çakmak,Çakmak Mh.
7750,Sahibinden Şerifali Elalmış Caddesi Geniş 3+1 kiralık,145,3+1,7.500,Şerifali,Mehmet Akif Mah.
7751,EVİNBURDA açıklama okuyunuz...!,90,2+1,4.500,Çakmak,Çakmak Mh.
7752,Armağan evler de finans merkezine yakın konumda 2+1 Kiralık,95,2+1,5.000,Çakmak,Armağanevler Mh.
7753,SURYAPI EXEN'DE 1-12 AY KİRALAMAYA UYGUN 2+1 EŞYALI DAİRE,126,2+1,29.600,Atatürk,Tantavi Mah.
7754,Sahibinden Geniş Ferah Eşyalı Daire,180,3+1,10.000,Şerifali,Mehmet Akif Mah.
7755,SOYAK YENİŞEHİR BAMBU EVLERİ'NDE 3+1 106 M2 UYDUKENT'TEN,106,3+1,8.750,Çakmak,Site Mah.
7756,Ümraniye İstiklal Mah Yüksek Kat Kapalı 0toparklı - 2+1 80m2,80,2+1,8.250,Atakent,İstiklal Mh.
7757,ÜMRANİYE'DE 1-12 AY KİRALAMAYA UYGUN 3+1 EŞYALI KİRALIK DAİRE,132,3+1,25.900,Şerifali,Tatlısu Mh.
7758,DAC EMLAK SİTE İÇİ 2+1 EŞYALI DAİRE,85,2+1,8.500,Çakmak,Çamlık Mh.
7759,*GÖKSU DEMİR* AVRUPA KONUTLARI YAMANEVLER 1+1 21.KAT ORTA DAİRE,80,1+1,11.000,Merkez,Yamanevler Mh.
7760,SİTE MAHALLESİ ATAY CAD CEPHE FULL TADİLATLI BALKONLU 2+1 ARAKAT,80,2+1,4.500,Çakmak,Site Mah.
7761,KİRALIK 3+1 YÜKSEK GİRŞ ÜMRANİYE ESENKET MAH BAŞARI EMLAKTAN,115,3+1,4.250,Esenşehir,Esenkent Mah.
7762,ÇAKMAK İKBAL CADDESİNDE SİTEDE ARA KAT 2₺1 6500 TL,85,2+1,6.500,Çakmak,Çamlık Mh.
7763,"ÇAKMAK METROSU 15 dakika,, TERSDUBLEKS yüksekgiriş",135,2+2,6.500,Çakmak,Çakmak Mh.
7764,MODERN HOUSE:ŞEHZADE CAD.METRO 10DK.ÇİFT BANYO-GİRİŞ 4+2 DUBLEX,150,4+2,8.500,Atakent,İstiklal Mh.
7765,FİNANS MERKEZİNE KOMŞU SAKALAR SERENTY 2+1 KİRALIK,90,2+1,8.000,Çakmak,Çamlık Mh.
7766,MERIT LIFE HAYAT SİTESİNDE 2+1 KISMİ EŞYALI KİRALIK DAİRE,100,2+1,15.500,Şerifali,Tatlısu Mh.
7767,AVRUPA KONUTLARI YAMANEVLER PEYZAJ CEPHE KÖŞE KİRALIK 1+1,82,1+1,12.000,Merkez,Yamanevler Mh.
7768,İstiklal Mahallesinde 2+1 Kiralık Daire,100,2+1,7.000,Atakent,İstiklal Mh.
7769,temiz 2+1 daire,100,2+1,5.500,Çakmak,Armağanevler Mh.
7770,MERİT LİFE BULVAR DA 2 TERASLI MÜKEMMEL TEK DAİRE GÜNCEL,110,2+1,9.500,Şerifali,Mehmet Akif Mah.
7771,"SAHİBİNDEN METRO,ÜNİVERSİTE ve DEVLET HASTANESİ ÇOK YAKIN EŞYALI",90,2+1,4.999,Kazımkarabekir,Elmalıkent Mh.
7772,Dudullu merkez de 2+1 full eşyalı kiralik daire,160,2+1,6.500,Aşağıdudullu,Aşağı Dudullu Mh.
7773,DİVAN'DAN 3+1 120m Ebeveyn Banyolu kiralık daire,120,3+1,7.250,Merkez,İnkılap Mh.
7774,MADENLERDE KİRALIK DAİRE 3+1 ÇİFT BALKON VE TEK ARAÇ PARK YERİ,120,3+1,5.600,Esenşehir,Madenler Mah.
7775,ikbal cad.kiralık 2+1 daire arakat,90,2+1,4.800,Çakmak,Çamlık Mh.
7776,Ekip Gayrimenkul Site içerisinde 135m2 ara kat k.otopark.havuz,135,3+1,8.000,Şerifali,Mehmet Akif Mah.
